,buggy,fixed,buggy-org,fixed-org,buggy_source_code,fixed_source_code,operations,signature,is_filtered,check1,check2
11882,"private java.lang.String METHOD_1 ( int VAR_1 , int VAR_2 ) { java.lang.String url = java.lang.String.format ( STRING_1 , VAR_3 , VAR_2 ) ; return url ; } 
","private java.lang.String METHOD_1 ( int VAR_2 ) { java.lang.String url = java.lang.String.format ( STRING_1 , VAR_3 , VAR_2 ) ; return url ; } 
","private java.lang.String METHOD_1 ( int VAR_1 , int VAR_2 ) { java.lang.String url = java.lang.String.format ( STRING_1 , VAR_3 , VAR_2 ) ; return url ; } 
","private java.lang.String METHOD_1 ( int VAR_2 ) { java.lang.String url = java.lang.String.format ( STRING_1 , VAR_3 , VAR_2 ) ; return url ; } 
","private java.lang.String href(int page, int limit) {
    java.lang.String url = java.lang.String.format(""\""?%s=%s\"""", uriLimit, limit);
    return url;
}","private java.lang.String href(int limit) {
    java.lang.String url = java.lang.String.format(""\""?%s=%s\"""", uriLimit, limit);
    return url;
}","Delete Parameter at Method
","java.lang.String href(int,int)
java.lang.String href(int)",0,2,2
11933,"public void METHOD_1 ( java.lang.String msg ) { METHOD_1 ( this . VAR_1 , msg ) ; } 
","public void METHOD_1 ( java.lang.String msg ) { METHOD_1 ( VAR_1 , msg ) ; } 
","public void METHOD_1 ( java.lang.String msg ) { METHOD_1 ( this . VAR_1 , msg ) ; } 
","public void METHOD_1 ( java.lang.String msg ) { METHOD_1 ( VAR_1 , msg ) ; } 
","public void debug(java.lang.String msg) {
    debug(this.plugin, msg);
}","public void debug(java.lang.String msg) {
    debug(plugin, msg);
}","Move Method from Class to CtMethodImpl
Insert ThisAccess at Invocation
Insert TypeAccess at ThisAccess
Update ThisAccess at FieldRead
","void debug(java.lang.String)
void debug(java.lang.String)",0,2,2
11942,"private void METHOD_1 ( TYPE_1 source ) { TYPE_1 VAR_1 = TYPE_1 . METHOD_2 ( new java.io.File ( METHOD_3 ( ) , STRING_1 ) ) ; TYPE_2 . METHOD_4 ( source , VAR_1 ) . METHOD_5 ( ) . start ( this ) ; } 
","private void METHOD_1 ( TYPE_1 source ) { TYPE_1 VAR_1 = TYPE_1 . METHOD_2 ( new java.io.File ( METHOD_3 ( ) , STRING_1 ) ) ; TYPE_2 . METHOD_4 ( source , VAR_1 ) . METHOD_5 ( this ) ; } 
","private void METHOD_1 ( TYPE_1 source ) { TYPE_1 VAR_1 = TYPE_1 . METHOD_2 ( new java.io.File ( METHOD_3 ( ) , STRING_1 ) ) ; TYPE_2 . METHOD_4 ( source , VAR_1 ) . METHOD_5 ( ) . start ( this ) ; } 
","private void METHOD_1 ( TYPE_1 source ) { TYPE_1 VAR_1 = TYPE_1 . METHOD_2 ( new java.io.File ( METHOD_3 ( ) , STRING_1 ) ) ; TYPE_2 . METHOD_4 ( source , VAR_1 ) . start ( this ) ; } 
","private void beginCrop(android.net.Uri source) {
    android.net.Uri destination = android.net.Uri.fromFile(new java.io.File(getCacheDir(), ""cropped""));
    com.soundcloud.android.crop.Crop.of(source, destination).asSquare().start(this);
}","private void beginCrop(android.net.Uri source) {
    android.net.Uri destination = android.net.Uri.fromFile(new java.io.File(getCacheDir(), ""cropped""));
    com.soundcloud.android.crop.Crop.of(source, destination).start(this);
}","Insert Invocation at Invocation
Insert TypeAccess at Invocation
Insert VariableRead at Invocation
Insert VariableRead at Invocation
","void beginCrop(android.net.Uri)
void beginCrop(android.net.Uri)",1,-2,-1
12008,"public int METHOD_1 ( ) { int height = VAR_1 . METHOD_2 ( ) . get ( STRING_1 , VAR_2 class ) ; return height ; } 
","public int METHOD_1 ( ) { return VAR_1 . METHOD_2 ( ) . get ( STRING_1 , VAR_2 class ) ; } 
","public int METHOD_1 ( ) { int height = VAR_1 . METHOD_2 ( ) . get ( STRING_1 , VAR_2 class ) ; return height ; } 
","public int METHOD_1 ( ) { return VAR_1 . METHOD_2 ( ) . get ( STRING_1 , VAR_2 class ) ; } 
","public int getMapHeight() {
    int height = currentMap.getProperties().get(""height"", java.lang.Integer.class);
    return height;
}","public int getMapHeight() {
    return currentMap.getProperties().get(""height"", java.lang.Integer.class);
}","Move Method from Class to CtMethodImpl
Move Invocation from LocalVariable to CtInvocationImpl
Delete LocalVariable at Block
Delete VariableRead at Return
","int getMapHeight()
int getMapHeight()",0,2,2
12130,"public static void METHOD_1 ( android.content.Context context ) { java.lang.String url = VAR_1 ; new TYPE_1 ( url , true , VAR_2 , VAR_3 , context ) . METHOD_2 ( VAR_4 ) ; } 
","public static void METHOD_1 ( android.content.Context context ) { java.lang.String url = VAR_1 ; new TYPE_1 ( url , false , VAR_2 , VAR_3 , context ) . METHOD_2 ( VAR_4 ) ; } 
","public static void METHOD_1 ( android.content.Context context ) { java.lang.String url = VAR_1 ; new TYPE_1 ( url , true , VAR_2 , VAR_3 , context ) . METHOD_2 ( VAR_4 ) ; } 
","public static void METHOD_1 ( android.content.Context context ) { java.lang.String url = VAR_1 ; new TYPE_1 ( url , false , VAR_2 , VAR_3 , context ) . METHOD_2 ( VAR_4 ) ; } 
","public static void getAndPostWithingsData(android.content.Context context) {
    java.lang.String url = NetworkConstants.WITHINGS_URL_DATA;
    new com.wearables.networking.NetworkingTask(url, true, com.wearables.networking.NetworkConstants.METHOD_TYPE.GET, com.wearables.networking.NetworkConstants.REQUEST_TYPE.WITHINGS_DATA_ACCESS, context).executeOnExecutor(AsyncTask.THREAD_POOL_EXECUTOR);
}","public static void getAndPostWithingsData(android.content.Context context) {
    java.lang.String url = NetworkConstants.WITHINGS_URL_DATA;
    new com.wearables.networking.NetworkingTask(url, false, com.wearables.networking.NetworkConstants.METHOD_TYPE.GET, com.wearables.networking.NetworkConstants.REQUEST_TYPE.WITHINGS_DATA_ACCESS, context).executeOnExecutor(AsyncTask.THREAD_POOL_EXECUTOR);
}","Update Literal at ConstructorCall
","void getAndPostWithingsData(android.content.Context)
void getAndPostWithingsData(android.content.Context)",0,2,2
1243,"protected boolean METHOD_1 ( int VAR_1 ) { return METHOD_2 ( java.lang.String . METHOD_3 ( VAR_1 ) , false , STRING_1 ) ; } 
","protected boolean METHOD_1 ( int VAR_1 ) { return METHOD_2 ( java.lang.String . METHOD_3 ( VAR_1 ) , false , null ) ; } 
","protected boolean METHOD_1 ( int VAR_1 ) { return METHOD_2 ( java.lang.String . METHOD_3 ( VAR_1 ) , false , STRING_1 ) ; } 
","protected boolean METHOD_1 ( int VAR_1 ) { return METHOD_2 ( java.lang.String . METHOD_3 ( VAR_1 ) , false , null ) ; } 
","protected boolean isFiltered(int nr) {
    return int_isFiltered(java.lang.String.valueOf(nr), false, """");
}","protected boolean isFiltered(int nr) {
    return int_isFiltered(java.lang.String.valueOf(nr), false, null);
}","Update Literal at Invocation
","boolean isFiltered(int)
boolean isFiltered(int)",0,2,2
12567,"public java.lang.String METHOD_1 ( ) { if ( ( VAR_1 . METHOD_2 ( ) ) != null ) { return ( VAR_1 . METHOD_2 ( ) ) + ( n ) ; } } 
","public java.lang.String METHOD_1 ( ) { return toString ( ) ; } 
","public java.lang.String METHOD_1 ( ) { if ( ( VAR_1 . METHOD_2 ( ) ) != null ) { return ( VAR_1 . METHOD_2 ( ) ) + ( n ) ; } } 
","public java.lang.String METHOD_1 ( ) { return toString ( ) ; } 
","@java.lang.Override
public java.lang.String toSQLString() {
    if ((tableName.getAlias()) != null) {
        return (tableName.getAlias()) + (n);
    }
}","public java.lang.String toSQLString() {
    return toString();
}","Insert Block at Method
Move Return from Block to CtReturnImpl
Update Invocation at BinaryOperator
Move Invocation from BinaryOperator to CtInvocationImpl
Move ThisAccess from FieldRead to CtThisAccessImpl
Delete FieldRead at Invocation
Delete TypeAccess at ThisAccess
Delete ThisAccess at FieldRead
Delete FieldRead at Invocation
Delete Invocation at BinaryOperator
Delete FieldRead at BinaryOperator
Delete BinaryOperator at Return
Delete Annotation at Method
Delete Literal at BinaryOperator
Delete BinaryOperator at If
Delete Block at If
Delete If at Block
Delete Block at Method
","java.lang.String toSQLString()
java.lang.String toSQLString()",1,-2,-2
12638,"public static boolean METHOD_3 ( java.lang.String key ) { TYPE_1 VAR_1 = TYPE_1 . METHOD_1 ( VAR_2 ) ; java.lang.String VAR_3 = TYPE_2 . METHOD_2 ( VAR_4 , key , VAR_5 ) ; return TYPE_3 . METHOD_3 ( VAR_1 , VAR_3 ) ; } 
","private static boolean METHOD_3 ( java.lang.String key ) { return ( TYPE_1 . METHOD_1 ( VAR_2 ) . get ( key , null ) ) != null ; } 
","public static boolean contains ( java.lang.String key ) { TYPE_1 VAR_1 = TYPE_1 . METHOD_1 ( VAR_2 ) ; java.lang.String VAR_3 = TYPE_2 . METHOD_2 ( VAR_4 , key , VAR_5 ) ; return TYPE_3 . METHOD_3 ( VAR_1 , VAR_3 ) ; } 
","private static boolean METHOD_3 ( java.lang.String key ) { return ( TYPE_1 . METHOD_1 ( VAR_2 ) . get ( key , null ) ) != null ; } 
","public static boolean contains(java.lang.String key) {
    java.util.prefs.Preferences sp = java.util.prefs.Preferences.userNodeForPackage(com.pepperonas.jxaesprefs.AesPrefs.mClazz);
    java.lang.String encryptedKey = com.pepperonas.jxaesprefs.utils.Crypt.encrypt(com.pepperonas.jxaesprefs.AesPrefs.mPassword, key, com.pepperonas.jxaesprefs.AesPrefs.mIv);
    return com.pepperonas.jxaesprefs.AesPrefs.nodeExists(sp, encryptedKey);
}","private static boolean nodeExists(java.lang.String key) {
    return (java.util.prefs.Preferences.userNodeForPackage(com.pepperonas.jxaesprefs.AesPrefs.mClazz).get(key, null)) != null;
}","Move Method from Class to CtMethodImpl
Update Method at Class
Insert Return at Block
Insert BinaryOperator at Return
Insert Invocation at BinaryOperator
Insert Literal at BinaryOperator
Insert Invocation at Invocation
Move VariableRead from Invocation to CtVariableReadImpl
Insert Literal at Invocation
Move TypeAccess from Invocation to CtTypeAccessImpl
Move FieldRead from Invocation to CtFieldReadImpl
Delete Method at Class
Delete Method at Class
Delete Invocation at LocalVariable
Delete LocalVariable at Block
Delete TypeAccess at Invocation
Delete TypeAccess at FieldRead
Delete FieldRead at Invocation
Delete TypeAccess at FieldRead
Delete FieldRead at Invocation
Delete Invocation at LocalVariable
Delete LocalVariable at Block
Delete TypeAccess at Invocation
Delete VariableRead at Invocation
Delete VariableRead at Invocation
Delete Invocation at Return
Delete Return at Block
","boolean contains(java.lang.String)
boolean nodeExists(java.lang.String)",0,-1,-1
12678,"protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; METHOD_2 ( VAR_1 ) ; if ( ( VAR_2 ) != null ) { VAR_2 . METHOD_3 ( true ) ; } } 
","protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; if ( ( VAR_1 ) != null ) { METHOD_2 ( VAR_1 ) ; } if ( ( VAR_2 ) != null ) { VAR_2 . METHOD_3 ( true ) ; } } 
","protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; METHOD_2 ( VAR_1 ) ; if ( ( VAR_2 ) != null ) { VAR_2 . METHOD_3 ( true ) ; } } 
","protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; if ( ( VAR_1 ) != null ) { METHOD_2 ( VAR_1 ) ; } if ( ( VAR_2 ) != null ) { VAR_2 . METHOD_3 ( true ) ; } } 
","@java.lang.Override
protected void onStop() {
    super.onStop();
    unregisterReceiver(wifiStateChangeReceiver);
    if ((task) != null) {
        task.cancel(true);
    }
}","@java.lang.Override
protected void onStop() {
    super.onStop();
    if ((wifiStateChangeReceiver) != null) {
        unregisterReceiver(wifiStateChangeReceiver);
    }
    if ((task) != null) {
        task.cancel(true);
    }
}","Insert If at Block
Insert BinaryOperator at If
Insert Block at If
Insert FieldRead at BinaryOperator
Insert Literal at BinaryOperator
Move Invocation from Block to CtInvocationImpl
Insert ThisAccess at FieldRead
Insert TypeAccess at ThisAccess
","void onStop()
void onStop()",0,2,2
12752,"public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { VAR_2 . METHOD_2 ( VAR_3 , VAR_1 ) ; TYPE_3 VAR_4 = VAR_1 . METHOD_3 ( VAR_5 ) ; TYPE_4 VAR_6 = ( ( TYPE_4 ) ( TYPE_3 . METHOD_4 ( VAR_4 ) ) ) ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { VAR_2 . METHOD_2 ( VAR_3 , VAR_1 ) ; TYPE_3 VAR_4 = VAR_1 . METHOD_3 ( VAR_5 ) ; TYPE_4 VAR_6 = ( ( TYPE_4 ) ( VAR_4 . METHOD_4 ( ) ) ) ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { VAR_2 . METHOD_2 ( VAR_3 , VAR_1 ) ; TYPE_3 VAR_4 = VAR_1 . METHOD_3 ( VAR_5 ) ; TYPE_4 VAR_6 = ( ( TYPE_4 ) ( TYPE_3 . METHOD_4 ( VAR_4 ) ) ) ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { VAR_2 . METHOD_2 ( VAR_3 , VAR_1 ) ; TYPE_3 VAR_4 = VAR_1 . METHOD_3 ( VAR_5 ) ; TYPE_4 VAR_6 = ( ( TYPE_4 ) ( VAR_4 . METHOD_4 ( ) ) ) ; } 
","@java.lang.Override
public void onCreateOptionsMenu(android.view.Menu menu, android.view.MenuInflater inflater) {
    inflater.inflate(R.menu.detailfragment, menu);
    android.view.MenuItem menuItem = menu.findItem(R.id.action_share);
    android.widget.ShareActionProvider mShareActionProvider = ((android.widget.ShareActionProvider) (android.view.MenuItem.getActionProvider(menuItem)));
}","@java.lang.Override
public void onCreateOptionsMenu(android.view.Menu menu, android.view.MenuInflater inflater) {
    inflater.inflate(R.menu.detailfragment, menu);
    android.view.MenuItem menuItem = menu.findItem(R.id.action_share);
    android.widget.ShareActionProvider mShareActionProvider = ((android.widget.ShareActionProvider) (menuItem.getActionProvider()));
}","Update Invocation at LocalVariable
Delete TypeAccess at Invocation
","void onCreateOptionsMenu(android.view.Menu,android.view.MenuInflater)
void onCreateOptionsMenu(android.view.Menu,android.view.MenuInflater)",0,2,2
12835,"public synchronized TYPE_1 METHOD_1 ( ) { TYPE_1 state = VAR_1 . get ( VAR_2 ) ; if ( ( state != null ) && ( ! ( state . METHOD_2 ( ) ) ) ) { return state ; } return null ; } 
","public TYPE_1 METHOD_1 ( ) { TYPE_1 state = VAR_1 . get ( VAR_2 ) ; if ( ( state != null ) && ( ! ( state . METHOD_2 ( ) ) ) ) { return state ; } return null ; } 
","public synchronized TYPE_1 METHOD_1 ( ) { TYPE_1 state = VAR_1 . get ( VAR_2 ) ; if ( ( state != null ) && ( ! ( state . METHOD_2 ( ) ) ) ) { return state ; } return null ; } 
","public TYPE_1 METHOD_1 ( ) { TYPE_1 state = VAR_1 . get ( VAR_2 ) ; if ( ( state != null ) && ( ! ( state . METHOD_2 ( ) ) ) ) { return state ; } return null ; } 
","@com.fasterxml.jackson.annotation.JsonIgnore
public synchronized org.cubyte.edumon.client.RoomState getRoomState() {
    org.cubyte.edumon.client.RoomState state = roomStateMap.get(room);
    if ((state != null) && (!(state.isOutdated()))) {
        return state;
    }
    return null;
}","@com.fasterxml.jackson.annotation.JsonIgnore
public org.cubyte.edumon.client.RoomState getRoomState() {
    org.cubyte.edumon.client.RoomState state = roomStateMap.get(room);
    if ((state != null) && (!(state.isOutdated()))) {
        return state;
    }
    return null;
}","Update Invocation at LocalVariable
","org.cubyte.edumon.client.RoomState getRoomState()
org.cubyte.edumon.client.RoomState getRoomState()",0,2,2
12905,"public TYPE_1 METHOD_1 ( long length , long VAR_1 , long VAR_2 ) { return new TYPE_2 ( TYPE_3 . METHOD_2 ( length ) , VAR_1 , TYPE_4 . METHOD_3 ( VAR_2 ) ) ; } 
","public TYPE_1 METHOD_1 ( long length , long VAR_1 , long VAR_2 ) { return new TYPE_2 ( TYPE_3 . METHOD_2 ( length ) , VAR_1 , VAR_2 ) ; } 
","public TYPE_1 METHOD_1 ( long length , long VAR_1 , long VAR_2 ) { return new TYPE_2 ( TYPE_3 . METHOD_2 ( length ) , VAR_1 , TYPE_4 . METHOD_3 ( VAR_2 ) ) ; } 
","public TYPE_1 METHOD_1 ( long length , long VAR_1 , long VAR_2 ) { return new TYPE_2 ( TYPE_3 . METHOD_2 ( length ) , VAR_1 , VAR_2 ) ; } 
","@java.lang.Override
public org.neo4j.unsafe.impl.batchimport.cache.LongArray newLongArray(long length, long defaultValue, long base) {
    return new org.neo4j.unsafe.impl.batchimport.cache.HeapLongArray(org.neo4j.unsafe.impl.batchimport.Utils.safeCastLongToInt(length), defaultValue, java.lang.Math.toIntExact(base));
}","@java.lang.Override
public org.neo4j.unsafe.impl.batchimport.cache.LongArray newLongArray(long length, long defaultValue, long base) {
    return new org.neo4j.unsafe.impl.batchimport.cache.HeapLongArray(org.neo4j.unsafe.impl.batchimport.Utils.safeCastLongToInt(length), defaultValue, base);
}","Insert VariableRead at ConstructorCall
Delete TypeAccess at Invocation
Delete VariableRead at Invocation
Delete Invocation at ConstructorCall
","org.neo4j.unsafe.impl.batchimport.cache.LongArray newLongArray(long,long,long)
org.neo4j.unsafe.impl.batchimport.cache.LongArray newLongArray(long,long,long)",0,1,1
12994,"public TYPE_1 < byte [ ] > METHOD_1 ( java.lang.Boolean VAR_1 ) { return METHOD_2 ( VAR_2 ) ; } 
","public TYPE_1 < byte [ ] > METHOD_1 ( java.lang.Boolean VAR_1 ) { return METHOD_2 ( VAR_2 ) ; } 
","public TYPE_1 < byte [ ] > METHOD_1 ( java.lang.Boolean VAR_1 ) { return METHOD_2 ( VAR_2 ) ; } 
","public TYPE_1 < byte [ ] > METHOD_1 ( java.lang.Boolean VAR_1 ) { return METHOD_2 ( id ) ; } 
","@java.lang.Override
public rx.Observable<byte[]> call(java.lang.Boolean notificationDescriptorData) {
    return observeOnCharacteristicChangeCallbacks(characteristicInstanceId);
}","@java.lang.Override
public rx.Observable<byte[]> call(java.lang.Boolean notificationDescriptorData) {
    return observeOnCharacteristicChangeCallbacks(id);
}","Update Invocation at Return
Update VariableRead at Invocation
","rx.Observable call(java.lang.Boolean)
rx.Observable call(java.lang.Boolean)",0,2,2
13161,"private void METHOD_1 ( TYPE_1 VAR_1 ) { this . n = VAR_1 . n ; this . VAR_2 = VAR_3 ; this . VAR_4 = VAR_5 ; this . VAR_6 = VAR_7 ; this . min = VAR_1 . min ; } 
","private void METHOD_1 ( TYPE_1 VAR_1 ) { this . n = VAR_1 . n ; this . VAR_2 = VAR_3 ; this . VAR_4 = VAR_5 ; this . min = VAR_1 . min ; this . VAR_6 = VAR_7 ; } 
","private void METHOD_1 ( TYPE_1 VAR_1 ) { this . n = VAR_1 . n ; this . VAR_2 = VAR_3 ; this . VAR_4 = VAR_5 ; this . VAR_6 = VAR_7 ; this . min = VAR_1 . min ; } 
","private void METHOD_1 ( TYPE_1 VAR_1 ) { this . n = VAR_1 . n ; this . VAR_2 = VAR_3 ; this . VAR_4 = VAR_5 ; this . min = VAR_1 . min ; this . VAR_6 = VAR_7 ; } 
","private void copyFrom(io.sigpipe.sing.stat.RunningStatistics that) {
    this.n = that.n;
    this.mean = that.mean;
    this.M2 = that.M2;
    this.max = that.max;
    this.min = that.min;
}","private void copyFrom(io.sigpipe.sing.stat.RunningStatistics that) {
    this.n = that.n;
    this.mean = that.mean;
    this.M2 = that.M2;
    this.min = that.min;
    this.max = that.max;
}","Move Assignment from Block to CtAssignmentImpl
","void copyFrom(io.sigpipe.sing.stat.RunningStatistics)
void copyFrom(io.sigpipe.sing.stat.RunningStatistics)",0,2,2
13164,"public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( b ) ; } 
","public void METHOD_1 ( ) { synchronized ( this ) { if ( ( b ) != null ) { VAR_1 . METHOD_2 ( b ) ; } } } 
","public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( b ) ; } 
","public void METHOD_1 ( ) { synchronized ( this ) { if ( ( b ) != null ) { VAR_1 . METHOD_2 ( b ) ; } } } 
","@java.lang.Override
public void run() {
    watorDisplay.setImageBitmap(b);
}","@java.lang.Override
public void run() {
    synchronized(this) {
        if ((b) != null) {
            watorDisplay.setImageBitmap(b);
        }
    }
}","Insert Block at Method
Insert Synchronized at Block
Insert ThisAccess at Synchronized
Insert Block at Synchronized
Insert TypeAccess at ThisAccess
Insert If at Block
Insert BinaryOperator at If
Move Block from Method to CtBlockImpl
Insert FieldRead at BinaryOperator
Insert Literal at BinaryOperator
Insert ThisAccess at FieldRead
Insert TypeAccess at ThisAccess
","void run()
void run()",0,2,2
